class,sms
ham,"['yeah', '.', 'think', 'us', 'gt', 'atm', 'reg', '.', 'sur', ""'s"", 'anyway', 'help', 'let', 'know', '.', 'sur', 'ready', '.']"
ham,"['ok', 'prob', '.', 'tak', 'ur', 'tim', '.']"
ham,"['os', 'cal', 'ubandu', 'run', 'without', 'instal', 'hard', 'disk', '...', 'us', 'os', 'cop', 'import', 'fil', 'system', 'giv', 'repair', 'shop', '..']"
ham,"['sorry', ',', ""'ll"", 'cal', 'lat']"
ham,"['u', 'say', 'leh', '...', 'cours', 'noth', 'hap', 'lar', '.', 'say', 'v', 'rom', 'jus', 'bit', 'lor', '.', 'thk', 'e', 'nit', 'scenery', 'nic', 'leh', '.']"
spam,"['500', 'new', 'mobl', '2004', ',', 'must', 'go', '!', 'txt', ':', 'nok', ':', '89545', '&', 'collect', 'today', '!', 'a1', 'www.4-tc.biz', '2optout', '087187262701.50gbp/mtmsg18']"
ham,"['would', 'real', 'apprecy', 'cal', '.', 'nee', 'someon', 'talk', '.']"
spam,"['u', 'meet', 'ur', 'dream', 'partn', 'soon', '?', 'ur', 'car', '2', 'flyng', 'start', '?', '2', 'find', 'fre', ',', 'txt', 'horo', 'follow', 'ur', 'star', 'sign', ',', 'e.', 'g.', 'horo', 'ary']"
ham,"['hey', 'company', 'elam', 'po', 'mudyadhu', '.']"
ham,"['lif', 'strict', 'teach', '...', 'bcoz', 'teach', 'teach', 'lesson', '&', 'amp', ';', 'conduc', 'exam', ',', 'lif', 'first', 'conduc', 'exam', '&', 'amp', ';', 'teach', 'lesson', '.', 'happy', 'morn', '.', '.', '.']"
ham,"['dear', 'good', 'morn']"
ham,"['get', 'gandhipuram', 'walk', 'cross', 'cut', 'road', '.', 'right', 'sid', '&', 'lt', ';', '#', '&', 'gt', ';', 'street', 'road', 'turn', 'first', 'right', '.']"
ham,"['dear', 'going', 'rub', 'plac']"
ham,"['sorry', 'battery', 'died', ',', 'yeah', ""'m""]"
ham,"['ye', ':', ')', 'tv', 'alway', 'avail', 'work', 'plac', '..']"
spam,"['text', '&', 'meet', 'someon', 'sexy', 'today', '.', 'u', 'find', 'dat', 'ev', 'flirt', 'u.', 'join', '4', '10p', '.', 'reply', 'nam', '&', 'ag', 'eg', 'sam', '25', '.', '18', '-msg', 'recd', '@', 'thirtyeight', 'pent']"
ham,"['print', 'oh', '.', '&', 'lt', ';', '#', '&', 'gt', ';', 'com', 'upstair']"
ham,"['il', 'littl', 'clos', 'lik', 'bus', 'stop', 'street']"
ham,"['?', 'wil', 'reach', '?']"
ham,"['new', 'the', ':', 'argu', 'win', 'situ', ',', 'los', 'person', '.', 'dont', 'argu', 'ur', 'friend', '..', '.', '.', '.', 'kick', '&', 'amp', ';', 'say', ',', ""'m"", 'alway', 'correct', '.', '!']"
spam,"['u', '447801259231', 'secret', 'admir', 'look', '2', 'mak', 'contact', 'u-find', 'r', '*', 'rev', 'think', 'ur', 'special-cal', '09058094597']"
ham,"['tomarrow', 'fin', 'hear', 'laptop', 'cas', 'cant', '.']"
ham,"['pleasssssss', 'tel', 'v', 'av', 'don', 'sportsx']"
ham,"['okay', '.', ',', 'shin', '.', 'meant', 'sign', ',', 'sound', 'bet', '.']"
ham,"['although', 'told', 'u', 'dat', ""'m"", 'baig', 'fac', 'watch', 'real', 'lik', 'e', 'watch', 'u', 'gav', 'cos', ""'s"", 'fr', 'u.', 'thanx', '4', 'everyth', 'dat', 'u', ""'ve"", 'don', 'today', ',', ""'m"", 'touch', '...']"
ham,"['u', ""n't"", 'rememb', 'old', 'commerc', '?']"
ham,"['lat', '.', 'said', 'websit', '.', ""n't"", 'dont', 'slip']"
ham,"['ask', 'cal', 'ok']"
ham,"['kal', 'wont', 'bat', '2nd', 'in', '.']"
ham,"['didnt', 'work', 'oh', '.', 'ok', 'goodnight', '.', 'i.ll', 'fix', 'ready', 'tim', 'wak', '.', 'dear', 'miss', 'good', 'night', 'sleep', '.']"
spam,"['congrat', 'ur', 'award', '500', 'cd', 'vouch', '125gift', 'guarantee', '&', 'fre', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'mus', '87066', 'tncs', 'www.ldew.com1win150ppmx3age16']"
ham,"['ranji', 'cal', 'drpd', 'deeras', 'deepak', '5min', 'hold']"
ham,"['wen', 'ur', 'lov', 'bcum', 'angry', 'wid', 'u', ',', 'dnt', 'tak', 'sery', '..', 'coz', 'angry', 'child', 'n', 'tru', 'way', 'show', 'deep', 'affect', ',', 'car', 'n', 'luv', '!', '..', 'kettod', 'mand', '...', 'nic', 'day', 'da', '.']"
ham,"['?', '?']"
ham,"['up', '3days', 'also', ',', 'ship', 'company', 'tak', '2wks', '.', 'way', 'usp', 'tak', 'week', 'get', 'lag', 'may', 'brib', 'nipost', 'get', 'stuff', '.']"
ham,"[""'m"", 'back', ',', 'lem', 'know', ""'re"", 'ready']"
ham,"[""n't"", 'necess', 'expect', 'don', 'get', 'back', 'though', ""'m"", 'headin']"
ham,"['mmm', 'yummy', 'bab', '...', 'nic', 'jolt', 'suzy']"
ham,"['lov', '?', 'nee', '...']"
spam,"['tri', 'contact', 'reply', 'off', 'video', 'handset', '?', '750', 'anytim', 'network', 'min', '?', 'unlimit', 'text', '?', 'camcord', '?', 'reply', 'cal', '08000930705']"
ham,"['ium', 'park', 'next', 'min', '!', '!', '!', '!', 'com', 'today', 'think', '?']"
ham,['yup']
ham,"['anyway', ""'m"", 'going', 'shop', '.', 'cos', 'sis', 'don', 'yet', '.', 'dun', 'disturb', 'u', 'liao', '.']"
ham,"['.', 'luton', '0125698789', 'ring', 'ur', 'around', '!', 'h', '*']"
spam,"['hey', 'real', 'horny', 'want', 'chat', 'see', 'nak', 'text', 'hot', '69698', 'text', 'charg', '150pm', 'unsubscrib', 'text', 'stop', '69698']"
ham,"['dint', 'com', 'us', '.']"
ham,"['.', 'wan', 'plan', 'trip', 'sometm']"
ham,"['sur', 'yet', ',', 'stil', 'try', 'get', 'hold']"
spam,"['ur', 'rington', 'serv', 'chang', '!', '25', 'fre', 'credit', '!', 'go', 'club4mobiles.com', 'choos', 'cont', '!', 'stop', '?', 'txt', 'club', 'stop', '87070', '.', '150p/wk', 'club4', 'po', 'box1146', 'mk45', '2wt']"
ham,"['evo', '.', 'download', 'flash', '.', 'jeal', '?']"
spam,"['rington', 'club', ':', 'get', 'uk', 'singl', 'chart', 'mobl', 'week', 'choos', 'top', 'qual', 'rington', '!', 'mess', 'fre', 'charg', '.']"
ham,"['com', 'mu', ',', ""'re"", 'sort', 'narcot', 'situ']"
ham,"['night', 'end', 'anoth', 'day', ',', 'morn', 'com', 'spec', 'way', '.', 'may', 'smil', 'lik', 'sunny', 'ray', 'leav', 'worry', 'blu', 'blu', 'bay', '.']"
spam,"['hmv', 'bon', 'spec', '500', 'pound', 'genuin', 'hmv', 'vouch', '.', 'answ', '4', 'easy', 'quest', '.', 'play', '!', 'send', 'hmv', '86688', 'info', ':', 'www.100percent-real.com']"
ham,"['usf', 'guess', ',', 'might', 'wel', 'tak', '1', 'car']"
ham,"['object', '.', 'bf', 'com', '.']"
ham,"['thanx', '...']"
ham,"['tel', 'rob', 'mack', 'gf', 'the']"
ham,"['awesom', ',', ""'ll"", 'see', 'bit']"
ham,"['sent', '.', 'typ', 'food', 'lik', '?']"
ham,"['don', '?', 'hand', '?', 'celebr', 'ful', 'swing', 'yet', '?']"
ham,"['got', 'cal', 'tool', '?']"
ham,"['\\wen', 'u', 'miss', 'someon']"
ham,"['ok.', 'ask', 'money', 'far']"
ham,"['oky', '...']"
ham,"['yeah', 'think', 'us', 'guy', ""'s"", 'stil', 'pass', 'last', 'night', ',', 'get', 'ahold', 'anybody', 'let', 'know', ""'ll"", 'throw']"
ham,"['k', ',', 'might', 'com', 'tonight', 'class', 'let', 'ear']"
ham,"['ok', '..']"
ham,"['hi', 'baby', 'im', 'cruisin', 'girl', 'friend', 'r', 'u', '2', '?', 'giv', 'cal', 'hour', 'hom', 'that', 'alright', 'fon', 'fon', 'lov', 'jenny', 'xxx']"
ham,"['lif', 'mean', 'lot', ',', 'lov', 'lif', ',', 'lov', 'peopl', 'lif', ',', 'world', 'cal', 'friend', ',', 'cal', 'world', ':', '-', ')', '..', 'ge', ':', '-', ')', '..']"
ham,"['dear', ',', 'shal', 'mail', 'tonite.busy', 'street', ',', 'shal', 'upd', 'tonite.things', 'look', 'ok.varunnathu', 'edukkukay', 'raksh', 'ollu.but', 'good', 'on', 'real', 'sens', '.']"
ham,"['hey', 'told', 'nam', 'gautham', 'ah', '?']"
ham,"['haf', 'u', 'found', '?', 'feel', 'stupid', 'da', 'v', 'cam', 'work', '.']"
ham,"['oop', '.', '4', 'got', 'bit', '.']"
ham,"['much', 'buzy']"
ham,"['accid', 'delet', 'mess', '.', 'resend', 'pleas', '.']"
spam,"['t-mobile', 'custom', 'may', 'claim', 'fre', 'camer', 'phon', 'upgrad', '&', 'pay', '&', 'go', 'sim', 'card', 'loyal', '.', 'cal', '0845', '021', '3680.offer', 'end', '28thfeb.t', '&', 'c', ""'s"", 'apply']"
ham,"['unless', ""'s"", 'situ', 'go', 'gurl', 'would', 'appropry']"
ham,"['hurt', '...', 'teas', '...', 'mak', 'cry', '...', 'end', 'lif', 'die', 'plz', 'keep', 'on', 'ros', 'grav', 'say', 'stupid', 'miss', 'u', '..', 'nic', 'day', 'bslvyl']"
ham,"['cant', 'pick', 'phon', 'right', '.', 'pls', 'send', 'mess']"
ham,"['nee', 'coff', 'run', 'tomo', '?', 'ca', ""n't"", 'believ', ""'s"", 'tim', 'week', 'already']"
ham,"['awesom', ',', 'rememb', 'last', 'tim', 'got', 'somebody', 'high', 'first', 'tim', 'diesel', ':', 'v']"
ham,"['shit', 'real', 'shock', 'scary', ',', 'cant', 'imagin', 'second', '.', 'def', 'night', '.', 'u', 'think', 'somewh', 'could', 'crash', 'night', ',', 'sav', 'tax', '?']"
ham,"['oh', 'way', 'food', 'fridg', '!', 'want', 'go', 'meal', 'tonight', '?']"
ham,"['womdarful', 'act']"
spam,"['sms', '.', 'ac', 'blind', 'dat', '4u', '!', ':', 'rodds1', '21/m', 'aberdeen', ',', 'unit', 'kingdom', '.', 'check', 'sms', '.', 'ac/w/icmb3cktz8r7', '!', '-4', 'blind', 'dat', 'send', 'hid']"
ham,"['yup', '...', 'remb', '...', 'think', 'book', '...']"
ham,"['jos', 'ask', 'u', 'wan', 'meet', '?']"
ham,"['lol', 'ye', '.', 'friend', 'hang', 'thread', 'caus', 'u', 'wo', ""n't"", 'buy', 'stuff', '.']"
spam,"['themob', '>', 'check', 'newest', 'select', 'cont', ',', 'gam', ',', 'ton', ',', 'gossip', ',', 'bab', 'sport', ',', 'keep', 'mobl', 'fit', 'funky', 'text', 'wap', '82468']"
ham,"['gar', 'key', '?', ""n't"", 'bookshelf']"
ham,"['today', 'acceiv', 'day', '..', 'u', 'acceiv', '?', 'broth', 'sist', 'lov', 'dear1', 'best1', 'clos1', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'rply', 'mean', 'enemy']"
spam,"['think', 'ur', 'smart', '?', 'win', 'a200', 'week', 'week', 'quiz', ',', 'text', 'play', '85222', '!', '&', 'cs', 'winnersclub', 'po', 'box', '84', ',', 'm26', '3uz', '.', '16+', '.', 'gbp1.50/week']"
ham,"['say', ""'ll"", 'giv', 'cal', 'friend', ""'s"", 'got', 'money', ""'s"", 'definit', 'buy', 'end', 'week']"
ham,"['hi', 'way', 'u', '2day', ',', 'norm', 'way', '&', 'real', '.', 'ur', 'un', '&', 'hop', 'know', 'u', '4', 'rest', 'myl', '.', 'hop', 'u', 'find', 'wot', 'lost', '.']"
ham,"['mad', 'day', '.', 'gre', 'day', '.']"
ham,"['k.k', ':', ')', 'adv', 'happy', 'pong', '.']"
ham,"['hmmm', '...', 'guess', 'go', '4', 'kb', 'n', 'pow', 'yog', '...', 'hah', ',', 'dunno', 'tah', 'pow', 'yog', 'anot', '...', 'thk', 'got', 'lo', 'oso', ',', 'forgot', 'liao', '...']"
ham,"['real', 'dud', ',', 'friend', ""'m"", 'afraid', ':', '(']"
spam,"['decemb', '!', 'mobl', '11mths+', '?', 'entitl', 'upd', 'latest', 'colo', 'camer', 'mobl', 'fre', '!', 'cal', 'mobl', 'upd', 'co', 'fre', '08002986906']"
ham,"['coff', 'cak', ',', 'guess', '...']"
ham,"['merry', 'christmas', 'bab', ',', 'lov', 'ya', '*', 'kiss', '*']"
ham,"['hey', '...', 'dont', 'go', 'watch', 'x', 'men', 'lunch', '...', 'hah']"
ham,"['cud', 'u', 'tel', 'ppl', 'im', 'gon', 'b', 'bit', 'l8', 'cos', '2', 'bus', 'hav', 'gon', 'past', 'cos', 'ful', '&', 'im', 'stil', 'waitin', '4', '1.', 'pet', 'x']"
ham,"['would', 'gre', '.', ""'ll"", 'guild', '.', 'could', 'meet', 'bristol', 'road', 'somewh', '-', 'get', 'touch', 'weekend', '.', 'plan', 'tak', 'flight', '!', 'good', 'week']"
ham,"['problem', '.', '?']"
ham,"['cal', '..', 'mess', '..', 'miss', 'cal']"
ham,"['hi', 'da', ':', ')', 'today', 'class', '?']"
ham,"[""'d"", 'say', ""'s"", 'good', 'sign', ',', 'wel', ',', 'know', 'track', 'record', 'read', 'wom']"
ham,"['cool', ',', 'text', ""'re"", 'park']"
ham,"[""'m"", 'read', 'text', 'sent', '.', 'meant', 'jok', '.', 'read', 'light']"
ham,"['k.k', ':', ')', 'apo', 'k.good', 'movy', '.']"
ham,"['mayb', 'could', 'get', 'book', 'tomo', 'return', 'immedy', '..', '?', 'someth', '.']"
spam,"['cal', 'germany', '1', 'pent', 'per', 'minut', '!', 'cal', 'fix', 'lin', 'via', 'access', 'numb', '0844', '861', '85', '85.', 'prepay', '.', 'direct', 'access', '!']"
ham,"['chant', 'might', 'evap', 'soon', 'viol', 'priv', 'ste', 'phon', 'numb', 'employ', ""'s"", 'paperwork', '.', 'cool', '.', 'pleas', 'contact', 'report', 'superv', '.']"
spam,"['valentin', 'day', 'spec', '!', 'win', 'a1000', 'quiz', 'tak', 'partn', 'trip', 'lifetim', '!', 'send', 'go', '83600', '.', '150p/msg', 'rcvd', '.', 'custcare:08718720201', '.']"
ham,"['ta-daaaa', '!', 'hom', 'bab', ',', 'stil', '?']"
ham,"['cool', '.', 'com', 'hav', 'win', 'din', '?']"
ham,"['sleep', '..', 'surf']"
ham,"['sorry', ',', ""'ll"", 'cal', 'lat']"
ham,"['u', 'cal', 'right', '?', 'cal', 'hand', 'phon', '...']"
ham,"['ok', ""'s"", 'gre', 'thanx', 'lot', '.']"
ham,"['tak', 'post', 'com', '!', 'must', '1000s', 'text', '!', 'happy', 'read', '.', 'on', 'wiv', 'hello', 'carolin', 'end', 'favourit', '.', 'bless']"
ham,"['u', 'hid', 'stranger', '?']"
ham,"['interest', 'lik', '.']"
ham,"['sist', 'clear', 'two', 'round', 'birl', 'soft', 'yesterday', '.']"
ham,"['gudnit', '....', 'tc', '...', 'pract', 'going']"
ham,"['dis', 'yiju', '.', 'jus', 'saw', 'ur', 'mail', '.', 'cas', 'huim', 'hav', 'sent', 'u', 'num', '.', 'dis', 'num', '.']"
ham,"['on', 'smal', 'prestig', 'problem', '.']"
spam,"['fant', 'shag', '?', 'do.interested', '?', 'sextextuk.com', 'txt', 'xxuk', 'suzy', '69876.', 'txts', 'cost', '1.50', 'per', 'msg', '.', 'tncs', 'websit', '.', 'x']"
ham,"['check', '.', 'real', 'miss', 'see', 'jeremiah', '.', 'gre', 'mon']"
ham,"['nah', 'ca', ""n't"", 'help', ',', ""'ve"", 'nev', 'iphon']"
ham,"[""'re"", 'car', 'hour', 'half', ""'m"", 'going', 'apeshit']"
ham,"['today', 'sorry', 'day', '.', '!', 'ev', 'angry', ',', 'ev', 'misbehav', 'hurt', '?', 'plz', 'plz', 'slap', 'urself', 'bcoz', ',', 'ur', 'fault', ',', ""'m"", 'bas', 'good']"
ham,"['yo', 'guy', 'ev', 'fig', 'much', 'nee', 'alcohol', '?', 'jay', 'try', 'fig', 'much', 'saf', 'spend', 'wee']"
ham,"['&', 'lt', ';', '#', '&', 'gt', ';', 'ish', 'minut', '5', 'minut', 'ago', '.', 'wtf', '.']"
ham,"['thank', 'calling.forgot', 'say', 'happy', 'onam', 'sirji.', 'fin', 'rememb', 'met', 'ins', 'person.meet', 'qat', 'insh', 'allah.rakhesh', ',', 'ex', 'tat', 'aig', 'join', 'tissco', ',', 'tays', '.']"
spam,"['congrat', 'ur', 'award', '500', 'cd', 'vouch', '125gift', 'guarantee', '&', 'fre', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'mus', '87066', 'tncs', 'www.ldew.com1win150ppmx3age16']"
spam,"['ur', 'cash-balance', 'cur', '500', 'pound', '-', 'maxim', 'ur', 'cash-in', 'send', 'cash', '86688', '150p/msg', '.', 'cc', ':', '08708800282', 'hg/suite342/2lands', 'row/w1j6hl']"
ham,"[""'m"", 'act', '.', 'work', ',', 'work', 'ev', 'sleep', 'lat', '.', 'sint', ""'m"", 'unemploy', 'mom', ',', 'alway', 'sleep', 'lat', '.', ""'re"", 'unemploy', ',', 'every', 'day', 'saturday', '.']"
ham,"['hello', '!', 'got', ',', 'st', 'andrews-boy', 'long', 'way', '!', 'cold', '.', 'keep', 'post']"
ham,"['ha', 'ha', 'cool', 'cool', 'chikku', 'chikku', ':', '-', ')', ':', '-db-', ')']"
ham,"['oh', 'ok', 'prob', '..']"
ham,"['check', 'audrey', ""'s"", 'stat', 'right']"
ham,"['busy', '.', 'try', 'fin', 'new', 'year', '.', 'look', 'forward', 'fin', 'meet', '...']"
ham,"['good', 'afternoon', 'sunshin', '!', 'dawn', 'day', '?', 'refresh', 'happy', 'al', '?', 'breath', 'air', 'smil', '?', 'think', ',', 'lov', '...', 'alway']"
ham,"['wel', 'know', 'z', 'tak', 'car', '.', 'worry', '.']"
spam,"['update_now', '-', 'xma', 'off', '!', 'latest', 'motorol', ',', 'sonyericsson', '&', 'nok', '&', 'fre', 'bluetoo', '!', 'doubl', 'min', '&', '1000', 'txt', 'orang', '.', 'cal', 'mobileupd8', '08000839402', 'call2optout/f4q=']"
spam,"['discount', 'cod', 'rp176781', '.', 'stop', 'mess', 'reply', 'stop', '.', 'www.regalportfolio.co.uk', '.', 'custom', 'serv', '08717205546']"
ham,"['wat', 'uniform', '?', 'get', '?']"
ham,"['cool', ',', 'text', ""'re"", 'ready']"
ham,"['hello', 'boytoy', '...', 'gee', 'miss', 'already', 'wok', '.', 'wish', 'bed', ',', 'cuddl', '.', 'lov', '...']"
ham,"['spoil', 'bed', 'wel', ':', ')']"
ham,"[""'m"", 'going', 'bath', 'msg', 'next', '&', 'lt', ';', '#', '&', 'gt', ';', 'min', '..']"
ham,"['cant', 'keep', 'talk', 'peopl', 'sur', 'pay', 'agr', 'pric', '.', 'pls', 'tel', 'want', 'real', 'buy', 'much', 'wil', 'pay']"
spam,"['thank', 'rington', 'ord', ',', 'ref', 't91', '.', 'charg', 'gbp', '4', 'per', 'week', '.', 'unsubscrib', 'anytim', 'cal', 'custom', 'serv', '09057039994']"
ham,"['say', 'hap']"
ham,"['could', 'seen', '..', ""did't"", 'recogn', 'fac', '.', ':', ')']"
ham,"['wel', ""'s"", 'lot', 'thing', 'hap', 'lindsay', 'new', 'year', '*', 'sigh', '*', 'bar', 'ptbo', 'blu', 'heron', 'someth', 'going']"
ham,"['keep', 'payasam', 'rinu', 'bring']"
ham,"['taught', 'ranji', 'sir', 'cal', '.', 'sms', 'lik', '.', 'beca', 'hes', 'ver', 'project', '.', 'prabu', 'told', 'today', 'pa', 'dont', 'mistak', '..']"
ham,"['guess', ""'s"", 'worry', '.', 'must', 'know', ""'s"", 'way', 'body', 'repair', '.', ""'m"", 'quit', 'sur', ""n't"", 'worry', '.', ""'ll"", 'tak', 'slow', '.', 'first', 'test', ',', 'guid', 'ov', 'relax', '.', 'noth', ""'ve"", 'said', 'reason', 'worry', 'i.ll', 'keep', 'followin', '.']"
ham,"['yeah', 'sur', ',', 'giv', 'coupl', 'minut', 'track', 'wallet']"
ham,"['hey', 'leav', '.', 'big', 'deal', ':', '-', ')', 'tak', 'car', '.']"
ham,"['hey', 'lat', 'ah', '...', 'meet', '945+']"
spam,"['doubl', 'min', 'txts', '4', '6months', 'fre', 'bluetoo', 'orang', '.', 'avail', 'sony', ',', 'nok', 'motorol', 'phon', '.', 'cal', 'mobileupd8', '08000839402', 'call2optout/n9dx']"
ham,"['took', 'mr', 'owl', '3', 'lick']"
ham,"['custom', 'plac', 'cal', '.']"
ham,"['mm', 'tim', 'dont', 'lik', 'fun']"
spam,"['4mths', 'half', 'pric', 'orang', 'lin', 'rent', '&', 'latest', 'camer', 'phon', '4', 'fre', '.', 'phon', '11mths', '?', 'cal', 'mobilesdirect', 'fre', '08000938767', 'upd', '!', 'or2stoptxt']"
ham,"['yup', 'lunch', 'buffet', '..', 'u', 'eat', 'already', '?']"
ham,"['huh', 'lat', '...', 'fr', 'din', '?']"
ham,"['hey', 'sat', 'going', 'intro', 'pil', '?', 'kickbox', '?']"
ham,"['morn', 'ok', '.']"
ham,"['ye', 'think', '.', 'off', 'lap', 'room', 'think', 'that', 'last', 'day', '.', 'didnt', 'shut']"
ham,"['pick', 'bout', '7.30ish', '?', 'tim', 'going', '?']"
ham,"['perform', 'award', 'calc', 'every', 'two', 'month.not', 'cur', 'on', 'mon', 'period', '..']"
ham,"['act', 'sleep', 'stil', 'might', 'u', 'cal', 'back', '.', 'text', 'gr8', '.', 'rock', 'sis', '.', 'send', 'u', 'text', 'wen', 'wak', '.']"
ham,"['alway', 'put', 'busy', '.', 'put', 'pict', 'ass', 'facebook', '.', 'on', 'op', 'peopl', ""'ve"", 'ev', 'met', '.', 'would', 'think', 'pict', 'room', 'would', 'hurt', ',', 'mak', 'feel', 'viol', '.']"
ham,"['good', 'ev', 'sir', ',', 'al', 'salam', 'wahleykkum.sharing', 'happy', 'news.by', 'grac', 'god', ',', 'got', 'off', 'tays', ',', 'tissco', 'joined.hope', 'fine.inshah', 'allah', ',', 'meet', 'sometime.rakhesh', ',', 'visit', 'ind', '.']"
ham,"['hmmm', '...', 'k', '...', 'want', 'chang', 'field', 'quick', 'da', ':', '-', ')', 'wan', 'na', 'get', 'system', 'admin', 'network', 'admin', '..']"
spam,"['fre', 'rington', 'text', 'first', '87131', 'poly', 'text', 'get', '87131', 'tru', 'ton', '!', 'help', '?', '0845', '2814032', '16', '1st', 'fre', ',', 'ton', '3xa150pw', 'eand', 'txt', 'stop']"
ham,"['dear', 'chech', '.', 'talk']"
ham,"['hair', 'cream', 'ship', '.']"
ham,"['non', ""'s"", 'hap', 'til', 'get', 'though']"
ham,"['yep', ',', 'gre', 'loxahatch', 'xma', 'tre', 'burn', '&', 'lt', ';', '#', '&', 'gt', ';', 'start', 'hour']"
ham,"['hah', 'get', 'us', 'driv', 'usf', 'man', ',', 'know', 'lot', 'ston']"
ham,"['wel', 'slight', 'disast', 'class', 'pm', 'fav', 'darl', '!', 'hop', 'day', 'ok.', 'coff', 'wld', 'good', 'ca', ""n't"", 'stay', 'lat', 'tomorrow', '.', 'tim', '+', 'plac', 'alway', '?']"
ham,"['hello', '!', 'good', 'week', '?', 'fant', 'drink', 'someth', 'lat', '?']"
ham,"['headin', 'toward', 'busetop']"
ham,"['mess', ':', 'text', 'miss', '*', 'send', ':', 'nam', 'miss', '*', '*', 'numb', 'miss', '*', 'sent', ':', 'dat', 'miss', '*', 'miss', 'u', 'lot', 'that', 'everyth', 'miss', 'sent', 'via', 'fullonsms.com']"
ham,"['com', 'room', 'point', 'iron', 'plan', 'weekend']"
ham,"['cos', 'want', 'thing']"
ham,"['oky', '...', ""'ll"", 'go', 'yan', 'jiu', '...', 'skip', 'ard', 'oso', ',', 'go', 'cin', 'den', 'go', 'mrt', 'on', ',', 'blah', 'blah', 'blah', '...']"
ham,"['bring', 'hom', 'wendy', '=d']"
spam,"['100', 'dat', 'serv', 'cal', ';', 'l', '09064012103', 'box334sk38ch']"
ham,"['whatsup', '.', 'dont', 'u', 'want', 'sleep']"
ham,"['alright', 'new', 'goal']"
spam,"['fre', 'entry', 'a250', 'week', 'competit', 'text', 'word', 'win', '80086', '.', '18', '&', 'c', 'www.txttowin.co.uk']"
ham,"['alright', ',', ""'ll"", 'head', 'minut', ',', 'text', 'meet']"
spam,"['send', 'logo', '2', 'ur', 'lov', '-', '2', 'nam', 'join', 'heart', '.', 'txt', 'lov', 'name1', 'name2', 'mobno', 'eg', 'lov', 'adam', 'ev', '07123456789', '87077', 'yahoo', '!', 'pobox36504w45wq', 'txtno', '4', 'ad', '150p']"
ham,"['ye', ':', ')', 'last', 'week', ""'m"", 'tak', 'liv', 'cal', '.']"
spam,"['someon', 'contact', 'dat', 'serv', 'ent', 'phon', 'fant', '!', 'find', 'cal', 'landlin', '09111032124', '.', 'pobox12n146tf150p']"
ham,"['siv', 'hostel', 'ah', ':', '-', '.']"
spam,"['urg', '!', 'mobl', 'numb', 'award', 'a2000', 'priz', 'guarantee', '.', 'cal', '09058094455', 'land', 'lin', '.', 'claim', '3030.', 'valid', '12hrs']"
ham,"['send', 'ur', 'friend', 'receiv', 'someth', 'ur', 'voic', '.....', 'speak', 'express', '?', '1.childish', '2.naughty', '3.sentiment', '4.rowdy', '5.ful', 'attitud', '6.romantic', '7.shy', '8.attractive', '9.funny', '&', 'lt', ';', '#', '&', 'gt', ';', '.irritating', '&', 'lt', ';', '#', '&', 'gt', ';', '.lovable', '.', 'reply', '..']"
ham,"['ok.', ""'ll"", 'ok.', 'guess']"
ham,"['aath', '..', 'dear', '..']"
ham,"['pain', 'urin', 'thing', 'els', '?']"
ham,"['7', 'esplanad', '..', 'i_', 'mind', 'giv', 'lift', 'cos', 'got', 'car', 'today', '..']"
ham,"['wnt', 'buy', 'bmw', 'car', 'urg', '..', 'vry', 'urgent.but', 'hv', 'short', '&', 'lt', ';', '#', '&', 'gt', ';', 'lacs.there', 'sourc', 'arng', 'dis', 'amt', '.', '&', 'lt', ';', '#', '&', 'gt', ';', 'lac', '..', 'that', 'prob']"
ham,"['hom', 'watch', 'tv', 'lor', '.']"
ham,"['us', 'tak', 'fifteen', 'fuck', 'minut', 'respond', 'ye', 'quest']"
spam,"['congr', '!', 'nok', '3650', 'video', 'camer', 'phon', 'cal', '09066382422', 'cal', 'cost', '150ppm', 'av', 'cal', '3mins', 'vary', 'mobl', '16+', 'clos', '300603', 'post', 'bcm4284', 'ldn', 'wc1n3xx']"
ham,"['book', 'ticket', 'pong', '?']"
ham,"['avail', '?', ""'m"", 'lik', 'right', 'around', 'hillsborough', '&', 'amp', ';', '&', 'lt', ';', '#', '&', 'gt', ';', 'th']"
ham,"['mess', 'sent', 'askin', '&', 'lt', ';', '#', '&', 'gt', ';', 'doll', '.', 'sho', 'pay', '&', 'lt', ';', '#', '&', 'gt', ';', '&', 'lt', ';', '#', '&', 'gt', ';', '?']"
ham,"['ask', 'g', 'iour', ',', ""'ve"", 'told', 'story', 'lik', 'ten', 'tim', 'already']"
ham,"['long', 'appleb', 'fuck', 'tak']"
ham,"['hi', 'hop', 'u', 'get', 'txt~journey', 'hasnt', 'gd', ',', '50', 'min', 'lat', 'think', '.']"
ham,"['.', 'lik', 'lov', 'arrang', '.']"
ham,"['ye', '..', 'real', 'gre', '..', 'bhaj', 'told', 'kal', 'best', 'cricket', 'sachin', 'world', ':', ')', '.very', 'tough', 'get', '.']"
